"stripped_cell_line_name","cell_line_name","Sample Name","CCLE_Name","alias","DepMap_ID","COSMIC identifier","Sanger_Model_ID","master_ccl_id","sampleid","Cellosaurus.Accession.id","sex","age","ds_group","ds_type","ds_subtype","characteristics","primary_site","sample_site","metastatic","primary_or_metastasis","depmap_public_comments"
"NCCRBC53","NCC-RbC-53",NA,"NCCRBC53_AUTONOMIC_GANGLIA",NA,"ACH-001582",NA,NA,NA,NA,NA,"Female",4,"Eye","Eye","Retinoblastoma",NA,NA,"autonomic_ganglia",NA,"Primary",NA
"NCCRBC54","NCC-RbC-54",NA,"NCCRBC54_AUTONOMIC_GANGLIA",NA,"ACH-001583",NA,NA,NA,NA,NA,"Female",1,"Eye","Eye","Retinoblastoma",NA,NA,"autonomic_ganglia",NA,"Primary",NA
"NCCRBC56","NCC-RbC-56",NA,"NCCRBC56_AUTONOMIC_GANGLIA",NA,"ACH-001584",NA,NA,NA,NA,NA,"Male",3,"Eye","Eye","Retinoblastoma",NA,NA,"autonomic_ganglia",NA,"Primary",NA
"NCCRBC57","NCC-RbC-57",NA,"NCCRBC57_AUTONOMIC_GANGLIA",NA,"ACH-001585",NA,NA,NA,NA,NA,"Female",2,"Eye","Eye","Retinoblastoma",NA,NA,"autonomic_ganglia",NA,"Primary",NA
"NCCRBC59","NCC-RbC-59",NA,"NCCRBC59_AUTONOMIC_GANGLIA",NA,"ACH-001586",NA,NA,NA,NA,NA,"Female",4,"Eye","Eye","Retinoblastoma",NA,NA,"autonomic_ganglia",NA,"Primary",NA
"NCCRBC67","NCC-RbC-67",NA,"NCCRBC67_AUTONOMIC_GANGLIA",NA,"ACH-001587",NA,NA,NA,NA,NA,"Female",1,"Eye","Eye","Retinoblastoma",NA,NA,"autonomic_ganglia",NA,"Primary",NA
"NCCRBC83","NCC-RbC-83",NA,"NCCRBC83_AUTONOMIC_GANGLIA",NA,"ACH-001588",NA,NA,NA,NA,NA,"Male",4,"Eye","Eye","Retinoblastoma",NA,NA,"autonomic_ganglia",NA,"Primary",NA
"NCCRBC92","NCC-RbC-92",NA,"NCCRBC92_AUTONOMIC_GANGLIA",NA,"ACH-001589",NA,NA,NA,NA,NA,"Female",1,"Eye","Eye","Retinoblastoma",NA,NA,"autonomic_ganglia",NA,"Primary",NA
"NCCRBCT1","NCC-RbC-T1",NA,"NCCRBCT1_AUTONOMIC_GANGLIA",NA,"ACH-001590",NA,NA,NA,NA,NA,"Male",1.5,"Eye","Eye","Retinoblastoma",NA,NA,"autonomic_ganglia",TRUE,"Metastasis",NA
"NCCSS1C1","NCC-SS1-C1",NA,NA,NA,"ACH-002789",NA,NA,NA,NA,NA,"Female",72,"Soft tissue","Sarcoma","Synovial sarcoma",NA,NA,"Unknown",NA,"Primary","Patient-derived model"
"NCCSS2C1","NCC-SS2-C1",NA,NA,NA,"ACH-002790",NA,NA,NA,NA,NA,"Female",43,"Soft tissue","Sarcoma","Synovial sarcoma",NA,NA,"Unknown",NA,"Primary","Patient-derived model"
"NCCSTCK140","NCC-StC-K140",NA,"NCCSTCK140_STOMACH",NA,"ACH-000110",NA,NA,723,"NCC-StC-K140","CVCL_3055","Female",36,"Gastrointestinal","Gastric","Adenocarcinoma",NA,"stomach","stomach",NA,NA,NA
"NCCUPS1C1","NCC-UPS1-C1",NA,NA,NA,"ACH-002782",NA,NA,NA,NA,NA,"Male",83,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,"Primary","Patient-derived model; Matches NCC-UPS1-X3-C1"
"NCCUPS1X3C1","NCC-UPS1-X3-C1",NA,NA,NA,"ACH-002783",NA,NA,NA,NA,NA,"Male",83,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,"Primary","Established from PDX; Matches NCC-UPS1-C1"
"NCCUPS2C1","NCC-UPS2-C1",NA,NA,NA,"ACH-002784",NA,NA,NA,NA,NA,"Female",84,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,"Primary","Patient-derived model"
"NCIADRRES","NCI-ADR-RES",NA,"NCIADRRES_OVARY",NA,"ACH-002627",NA,"SIDM00089",NA,NA,NA,"Unknown",NA,"Urogenital","Ovarian","NOS",NA,NA,"Unknown",NA,NA,NA
"NCIBL128","NCIBL128",NA,"NCIBL128_MATCHED_NORMAL_TISSUE",NA,"ACH-002362",NA,NA,NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","NOS",NA,NA,"matched_normal_tissue",NA,NA,NA
"NCIBL1395","NCIBL1395",NA,"NCIBL1395_MATCHED_NORMAL_TISSUE",NA,"ACH-002363",NA,"SIDM00643",NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","EBV transformed blood",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA
"NCIBL1437","NCIBL1437",NA,"NCIBL1437_MATCHED_NORMAL_TISSUE",NA,"ACH-002364",NA,NA,NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","NOS",NA,NA,"matched_normal_tissue",NA,NA,NA
"NCIBL1770","NCIBL1770",NA,"NCIBL1770_MATCHED_NORMAL_TISSUE",NA,"ACH-002365",NA,"SIDM00752",NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","NOS",NA,NA,"matched_normal_tissue",NA,NA,NA
"NCIBL2009","NCIBL2009",NA,"NCIBL2009_MATCHED_NORMAL_TISSUE",NA,"ACH-002366",NA,"SIDM00736",NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","NOS",NA,NA,"matched_normal_tissue",NA,NA,NA
"NCIBL2052","NCIBL2052",NA,"NCIBL2052_MATCHED_NORMAL_TISSUE",NA,"ACH-002367",NA,"SIDM00712",NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","NOS",NA,NA,"matched_normal_tissue",NA,NA,NA
"NCIBL2087","NCIBL2087",NA,"NCIBL2087_MATCHED_NORMAL_TISSUE",NA,"ACH-002368",NA,"SIDM00707",NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","NOS",NA,NA,"matched_normal_tissue",NA,NA,NA
"NCIBL209","NCIBL209",NA,"NCIBL209_MATCHED_NORMAL_TISSUE",NA,"ACH-002369",NA,"SIDM00705",NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","NOS",NA,NA,"matched_normal_tissue",NA,NA,NA
"NCIBL2122","NCIBL2122",NA,"NCIBL2122_MATCHED_NORMAL_TISSUE",NA,"ACH-002370",NA,"SIDM00701",NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","NOS",NA,NA,"matched_normal_tissue",NA,NA,NA
"NCIBL2126","NCIBL2126",NA,"NCIBL2126_MATCHED_NORMAL_TISSUE",NA,"ACH-002371",NA,"SIDM00790",NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","NOS",NA,NA,"pleural_effusion",NA,NA,NA
"NCIBL2141","NCI-BL2141",NA,"NCIBL2141_MATCHED_NORMAL_TISSUE",NA,"ACH-002610",NA,"SIDM00714",NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"Unknown",NA,NA,NA
"NCIBL2171","NCIBL2171",NA,"NCIBL2171_MATCHED_NORMAL_TISSUE",NA,"ACH-002372",NA,"SIDM00717",NA,NA,NA,"Unknown",NA,"Non-cancerous","Non-cancerous","NOS",NA,NA,"matched_normal_tissue",NA,NA,NA
"NCIBL2347","NCI-BL2347",NA,"NCIBL2347_MATCHED_NORMAL_TISSUE",NA,"ACH-002611",NA,"SIDM00725",NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"Unknown",NA,NA,NA
"NCIH1048","NCI-H1048","NCI-H1048","NCIH1048_LUNG",NA,"ACH-000866",687995,"SIDM00654",NA,NA,NA,"Female",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"NCIH1092","NCI-H1092","NCI-H1092","NCIH1092_LUNG",NA,"ACH-000514",687997,"SIDM00653",155385,"NCI-H1092","CVCL_1454","Male",67,"Lung","Lung","Small cell (SCLC)",NA,"lung","bone_marrow",TRUE,"Metastasis",NA
"NCIH1105","NCI-H1105","NCI-H1105","NCIH1105_LUNG",NA,"ACH-000780",908468,"SIDM00652",155387,"NCI-H1105","CVCL_1455","Male",73,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH1155","NCI-H1155","NCI-H1155","NCIH1155_LUNG",NA,"ACH-000980",908467,"SIDM00651",155388,"NCI-H1155","CVCL_1456","Male",36,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH1184","NCI-H1184",NA,"NCIH1184_LUNG","H1184","ACH-000523",NA,NA,155390,"NCI-H1184","CVCL_1458","Male",42,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH125","NCI-H125",NA,"NCIH125_LUNG",NA,"ACH-002618",NA,"SIDM00106",NA,NA,NA,"Unknown",NA,"Lung","Lung","NOS",NA,NA,"Unknown",NA,NA,NA
"NCIH128","NCI-H128","NCI-H128","NCIH128_LUNG",NA,"ACH-002286",753597,"SIDM00650",NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"NCIH1299","NCI-H1299","NCI-H1299","NCIH1299_LUNG",NA,"ACH-000510",724831,"SIDM00649",155395,"NCI-H1299","CVCL_0060","Male",43,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH1304","NCI-H1304","NCI-H1304","NCIH1304_LUNG",NA,"ACH-002169",753599,"SIDM00648",NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,NA,NA
"NCIH1334",NA,NA,"NCIH1334_LUNG",NA,"ACH-001135",NA,NA,NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,NA,NA
"NCIH1339","NCI-H1339",NA,"NCIH1339_LUNG",NA,"ACH-000921",NA,NA,155399,"NCI-H1339","CVCL_A472","Female",49,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"NCIH1341","NCI-H1341","NCI-H1341","NCIH1341_LUNG",NA,"ACH-000129",1330964,"SIDM00646",155400,"NCI-H1341","CVCL_1463","Female",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","cervix",TRUE,"Metastasis",NA
"NCIH1355","NCI-H1355","NCI-H1355","NCIH1355_LUNG",NA,"ACH-000666",724866,"SIDM00645",155401,"NCI-H1355","CVCL_1464","Male",53,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"NCIH1373","NCI-H1373",NA,"NCIH1373_LUNG",NA,"ACH-000845",NA,NA,155402,"NCI-H1373","CVCL_1465","Male",56,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1385","NCI-H1385",NA,"NCIH1385_LUNG",NA,"ACH-000737",NA,NA,155404,"NCI-H1385","CVCL_1466","Female",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH1395","NCI-H1395","NCI-H1395","NCIH1395_LUNG",NA,"ACH-000327",684681,"SIDM00644",127978,"NCI-H1395","CVCL_1467","Female",55,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1417","NCI-H1417","NCI-H1417","NCIH1417_LUNG","H1417","ACH-001591",688001,"SIDM00642",NA,NA,NA,"Female",61,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,"Primary",NA
"NCIH1435","NCI-H1435","NCI-H1435","NCIH1435_LUNG",NA,"ACH-000852",1298347,"SIDM00658",155407,"NCI-H1435","CVCL_1470","Female",35,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1436","NCI-H1436","NCI-H1436","NCIH1436_LUNG",NA,"ACH-000830",908469,"SIDM00697",NA,NA,NA,"Male",39,"Lung","Lung","Small cell (SCLC)",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"NCIH1437","NCI-H1437","NCI-H1437","NCIH1437_LUNG",NA,"ACH-000589",687794,"SIDM00734",NA,NA,NA,"Male",60,"Lung","Lung","Small cell (SCLC)",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"NCIH146","NCI-H146","NCI-H146","NCIH146_LUNG",NA,"ACH-000506",910899,"SIDM00698",155292,"NCI-H146","CVCL_1473","Male",59,"Lung","Lung","Small cell (SCLC)",NA,"lung","bone_marrow",TRUE,"Metastasis",NA
"NCIH1522","NCI-H1522",NA,"NCIH1522_LUNG","H1522","ACH-001592",NA,NA,NA,NA,NA,"Male",53,"Lung","Lung","Small cell (SCLC)",NA,NA,"pleural_effusion",NA,"Primary",NA
"NCIH1563","NCI-H1563","NCI-H1563","NCIH1563_LUNG",NA,"ACH-000892",753600,"SIDM00751",155421,"NCI-H1563","CVCL_1475","Male",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1568","NCI-H1568","NCI-H1568","NCIH1568_LUNG",NA,"ACH-000869",1298348,"SIDM00750",155422,"NCI-H1568","CVCL_1476","Female",48,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH1573","NCI-H1573","NCI-H1573","NCIH1573_LUNG",NA,"ACH-000916",908472,"SIDM00749",155424,"NCI-H1573","CVCL_1478","Female",35,"Lung","Lung","Small cell (SCLC)",NA,"lung","soft_tissue",TRUE,"Metastasis",NA
"NCIH1581","NCI-H1581","NCI-H1581","NCIH1581_LUNG","NCI-H2077","ACH-000015",908471,"SIDM00748",155425,"NCI-H1581","CVCL_1479","Male",44,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1618","NCI-H1618",NA,"NCIH1618_LUNG",NA,"ACH-000179",NA,NA,NA,NA,NA,"Female",55,"Lung","Lung","Small cell (SCLC)",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"NCIH1623","NCI-H1623","NCI-H1623","NCIH1623_LUNG",NA,"ACH-000744",687798,"SIDM00747",155431,"NCI-H1623","CVCL_1481","Male",58,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH1648","NCI-H1648","NCI-H1648","NCIH1648_LUNG",NA,"ACH-000766",687799,"SIDM00746",NA,NA,NA,"Male",39,"Lung","Lung","Small cell (SCLC)",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"NCIH1650","NCI-H1650","NCI-H1650","NCIH1650_LUNG",NA,"ACH-000035",687800,"SIDM00745",155434,"NCI-H1650","CVCL_1483","Male",27,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"NCIH1651","NCI-H1651","NCI-H1651","NCIH1651_LUNG",NA,"ACH-000893",910900,"SIDM00744",155435,"NCI-H1651","CVCL_1484","Male",71,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1666","NCI-H1666","NCI-H1666","NCIH1666_LUNG",NA,"ACH-000448",908473,"SIDM00743",127983,"NCI-H1666","CVCL_1485","Female",50,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"NCIH1672","NCI-H1672",NA,"NCIH1672_LUNG","H1672","ACH-001593",NA,NA,NA,NA,NA,"Male",58,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,"Primary",NA
"NCIH1688","NCI-H1688","NCI-H1688","NCIH1688_LUNG",NA,"ACH-002170",1298349,"SIDM00792",NA,NA,NA,"Male",50,"Lung","Lung","Small cell (SCLC)",NA,NA,"liver",TRUE,"Metastasis",NA
"NCIH1693","NCI-H1693","NCI-H1693","NCIH1693_LUNG",NA,"ACH-000021",687802,"SIDM00742",155439,"NCI-H1693","CVCL_1488","Female",55,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH1694","NCI-H1694","NCI-H1694","NCIH1694_LUNG",NA,"ACH-000431",688006,"SIDM00741",155440,"NCI-H1694","CVCL_1489","Male",61,"Lung","Lung","Small cell (SCLC)",NA,"lung","ascites",TRUE,"Metastasis",NA
"NCIH1703","NCI-H1703","NCI-H1703","NCIH1703_LUNG",NA,"ACH-000747",908474,"SIDM00740",155441,"NCI-H1703","CVCL_1490","Male",54,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1734","NCI-H1734","NCI-H1734","NCIH1734_LUNG",NA,"ACH-000675",722058,"SIDM00739",155445,"NCI-H1734","CVCL_1491","Female",56,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1755","NCI-H1755","NCI-H1755","NCIH1755_LUNG",NA,"ACH-000282",908475,"SIDM00738",127984,"NCI-H1755","CVCL_1492","Female",65,"Lung","Lung","Small cell (SCLC)",NA,"lung","liver",TRUE,"Metastasis",NA
"NCIH1770","NCI-H1770","NCI-H1770","NCIH1770_LUNG","H1770","ACH-001362",687804,"SIDM00737",NA,NA,NA,"Male",57,"Lung","Lung","Small cell (SCLC)",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"NCIH1781","NCI-H1781","NCI-H1781","NCIH1781_LUNG",NA,"ACH-000379",1298350,"SIDM00754",NA,NA,NA,"Female",66,"Lung","Lung","Small cell (SCLC)",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"NCIH1792","NCI-H1792","NCI-H1792","NCIH1792_LUNG",NA,"ACH-000496",724868,"SIDM00771",155450,"NCI-H1792","CVCL_1495","Male",50,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"NCIH1793","NCI-H1793","NCI-H1793","NCIH1793_LUNG",NA,"ACH-000888",908463,"SIDM00755",155451,"NCI-H1793","CVCL_1496","Female",52,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1819","NCI-H1819",NA,"NCIH1819_LUNG",NA,"ACH-000033",NA,NA,NA,NA,NA,"Female",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"NCIH1836","NCI-H1836","NCI-H1836","NCIH1836_LUNG",NA,"ACH-000559",1240182,"SIDM00770",NA,NA,NA,"Male",52,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,"Primary",NA
"NCIH1838","NCI-H1838","NCI-H1838","NCIH1838_LUNG",NA,"ACH-000733",687807,"SIDM00769",155455,"NCI-H1838","CVCL_1499","Female",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1869","NCI-H1869","NCI-H1869","NCIH1869_LUNG",NA,"ACH-000894",1240183,"SIDM00768",155456,"NCI-H1869","CVCL_1500","Male",58,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"NCIH187","NCI-H187","NCI-H187","NCIH187_LUNG","H187","ACH-001136",688007,"SIDM00767",NA,NA,NA,"Male",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"NCIH1870","NCI-H1870",NA,"NCIH1870_LUNG",NA,"ACH-002619",NA,"SIDM00647",NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"Unknown",NA,NA,NA
"NCIH1876","NCI-H1876","NCI-H1876","NCIH1876_LUNG",NA,"ACH-000586",1330972,"SIDM00766",NA,NA,NA,"Male",59,"Lung","Lung","Small cell (SCLC)",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"NCIH1881","NCI-H1881",NA,"NCIH1881_LUNG",NA,"ACH-002620",NA,"SIDM00765",NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"bone_marrow",NA,NA,NA
"NCIH1882","NCI-H1882",NA,"NCIH1882_LUNG","H1882","ACH-002490",NA,"SIDM00764",NA,NA,NA,"Male",59,"Lung","Lung","Small cell (SCLC)",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"NCIH1915","NCI-H1915","NCI-H1915","NCIH1915_LUNG",NA,"ACH-000434",1240184,"SIDM00763",155463,"NCI-H1915","CVCL_1505","Female",61,"Lung","Lung","Small cell (SCLC)",NA,"lung","central_nervous_system",TRUE,"Metastasis",NA
"NCIH1930","NCI-H1930",NA,"NCIH1930_LUNG",NA,"ACH-000870",NA,NA,NA,NA,NA,"Male",41,"Lung","Lung","Small cell (SCLC)",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"NCIH1944","NCI-H1944","NCI-H1944","NCIH1944_LUNG",NA,"ACH-000414",1240185,"SIDM00762",155467,"NCI-H1944","CVCL_1508","Female",62,"Lung","Lung","Small cell (SCLC)",NA,"lung","soft_tissue",TRUE,"Metastasis",NA
"NCIH196","NCI-H196","NCI-H196","NCIH196_LUNG",NA,"ACH-000752",1240186,"SIDM00761",155294,"NCI-H196","CVCL_1509","Male",68,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"NCIH1963","NCI-H1963","NCI-H1963","NCIH1963_LUNG","H1963","ACH-000729",688010,"SIDM00760",NA,NA,NA,"Male",56,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,"Primary",NA
"NCIH1975","NCI-H1975","NCI-H1975","NCIH1975_LUNG",NA,"ACH-000587",924244,"SIDM00759",127985,"NCI-H1975","CVCL_1511","Female",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH1993","NCI-H1993","NCI-H1993","NCIH1993_LUNG","H1933","ACH-001137",908476,"SIDM00758",NA,NA,NA,"Female",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"NCIH2004RT","NCI-H2004 RT",NA,"NCIH2004RT_SOFT_TISSUE",NA,"ACH-000533",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Rhabdoid","Malignant",NA,NA,"soft_tissue",NA,NA,NA
"NCIH2009","NCI-H2009","NCI-H2009","NCIH2009_LUNG",NA,"ACH-000886",724873,"SIDM00756",155476,"NCI-H2009","CVCL_1514","Female",68,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH2023","NCI-H2023","NCI-H2023","NCIH2023_LUNG",NA,"ACH-000781",1240187,"SIDM00753",155477,"NCI-H2023","CVCL_1515","Male",26,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH2029","NCI-H2029","NCI-H2029","NCIH2029_LUNG",NA,"ACH-000298",688011,"SIDM00735",155479,"NCI-H2029","CVCL_1516","Female",69,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH2030","NCI-H2030","NCI-H2030","NCIH2030_LUNG",NA,"ACH-000521",722045,"SIDM00715",155480,"NCI-H2030","CVCL_1517","Male",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH2052","NCI-H2052","NCI-H2052","NCIH2052_PLEURA",NA,"ACH-000153",688058,"SIDM00713",155481,"NCI-H2052","CVCL_1518","Male",65,"Soft tissue","Sarcoma","NOS",NA,"pleura","pleural_effusion",TRUE,"Metastasis",NA
"NCIH2066","NCI-H2066","NCI-H2066","NCIH2066_LUNG",NA,"ACH-000727",1330973,"SIDM00711",NA,NA,NA,"Female",70,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,"Primary",NA
"NCIH2073","NCI-H2073",NA,"NCIH2073_LUNG",NA,"ACH-000590",NA,"SIDM00757",NA,NA,NA,"Female",47,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,"Primary",NA
"NCIH2077","NCI-H2077",NA,"NCIH2077_LUNG","NCI-H1581","ACH-000010",NA,NA,NA,NA,NA,"Male",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,NA,NA
"NCIH2081","NCI-H2081","NCI-H2081","NCIH2081_LUNG",NA,"ACH-000394",908480,"SIDM00710",155487,"NCI-H2081","CVCL_1522","Female",59,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"NCIH2085","NCI-H2085","NCI-H2085","NCIH2085_LUNG",NA,"ACH-000451",687812,"SIDM00709",155488,"NCI-H2085","CVCL_1523","Male",45,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"NCIH2087","NCI-H2087","NCI-H2087","NCIH2087_LUNG",NA,"ACH-000841",724834,"SIDM00708",127988,"NCI-H2087","CVCL_1524","Male",69,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH209","NCI-H209","NCI-H209","NCIH209_LUNG","H209","ACH-000290",688013,"SIDM00706",127989,"NCI-H209","CVCL_1525","Male",55,"Lung","Lung","Small cell (SCLC)",NA,"lung","bone_marrow",TRUE,"Metastasis",NA
"NCIH2106","NCI-H2106",NA,"NCIH2106_LUNG",NA,"ACH-000904",NA,NA,155491,"NCI-H2106","CVCL_1526","Male",58,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH2107","NCI-H2107",NA,"NCIH2107_LUNG","H2107","ACH-001594",NA,NA,NA,NA,NA,"Male",36,"Lung","Lung","Small cell (SCLC)",NA,NA,"bone_marrow",NA,"Primary",NA
"NCIH2108","NCI-H2108",NA,"NCIH2108_LUNG","H2108","ACH-001595",NA,NA,NA,NA,NA,"Male",36,"Lung","Lung","Small cell (SCLC)",NA,NA,"bone_marrow",NA,"Primary",NA
"NCIH211","NCI-H211","NCI-H211","NCIH211_LUNG",NA,"ACH-000639",1240189,"SIDM00704",155295,"NCI-H211","CVCL_1529","Female",50,"Lung","Lung","Small cell (SCLC)",NA,"lung","bone_marrow",TRUE,"Metastasis",NA
"NCIH2110","NCI-H2110","NCI-H2110","NCIH2110_LUNG",NA,"ACH-000929",1298351,"SIDM00703",155493,"NCI-H2110","CVCL_1530","Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"NCIH2122","NCI-H2122","NCI-H2122","NCIH2122_LUNG",NA,"ACH-000311",722046,"SIDM00702",127990,"NCI-H2122","CVCL_1531","Female",46,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"NCIH2126","NCI-H2126",NA,"NCIH2126_LUNG",NA,"ACH-000785",NA,"SIDM00775",155494,"NCI-H2126","CVCL_1532","Male",65,"Lung","Lung","Small cell (SCLC)",NA,"lung","haematopoietic_and_lymphoid_tissue",TRUE,"Metastasis",NA
"NCIH2135","NCI-H2135","NCI-H2135","NCIH2135_LUNG","H2135","ACH-001363",1298352,"SIDM00700",NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,"Primary",NA
"NCIH2141","NCI-H2141","NCI-H2141","NCIH2141_LUNG","H2141","ACH-001138",688014,"SIDM00699",155496,"NCI-H2141","CVCL_1534","Male",58,"Lung","Lung","Small cell (SCLC)",NA,"lung","lymph_node",TRUE,"Metastasis",NA
"NCIH2170","NCI-H2170","NCI-H2170","NCIH2170_LUNG",NA,"ACH-000481",687815,"SIDM00716",155498,"NCI-H2170","CVCL_1535","Male",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
